rank,release_date,title,url,production_cost,domestic_gross,worldwide_gross,opening_weekend,mpaa,genre,theaters,runtime,year,percentage_domestic,percentage_worldwide
333,15/6/2007,Fantastic Four: Rise of the Silver Surfer,/movie/Fantastic-Four-Rise-of-the-Silver-Surfer#tab=summary,120000000,131921738,289480691,58051684,PG,Action,3963,91,2007,109.93,241.23
334,21/11/2012,Life of Pi,/movie/Life-of-Pi#tab=summary,120000000,124987022,619310368,22451514,PG,Drama,2946,125,2012,104.16,516.09
335,16/2/2007,Ghost Rider,/movie/Ghost-Rider#tab=summary,120000000,115802596,229545589,45388836,PG-13,Action,3620,110,2007,96.50,191.29
336,9/4/2018,Rampage,/movie/Rampage-(2018)#tab=summary,120000000,101028233,427947217,35753093,PG-13,Action,4115,107,2018,84.19,356.62
337,27/6/2003,Charlie's Angels: Full Throttle,/movie/Charlies-Angels-Full-Throttle#tab=summary,120000000,100814328,227163273,37634221,PG-13,Action,3485,106,2003,84.01,189.30
338,9/8/2013,Elysium,/movie/Elysium#tab=summary,120000000,93050117,286192091,29807393,R,Action,3284,109,2013,77.54,238.49
339,19/4/2013,Oblivion,/movie/Oblivion-(2013)#tab=summary,120000000,89107235,287916633,37054485,PG-13,Thriller/Suspense,3792,125,2013,74.26,239.93
340,24/3/2017,Power Rangers,/movie/Power-Rangers-(2017)#tab=summary,120000000,85364450,142531552,40300288,PG-13,Action,3693,124,2017,71.14,118.78
341,19/7/2002,Stuart Little 2,/movie/Stuart-Little-2#tab=summary,120000000,64956806,166000000,15115152,PG,Adventure,3282,77,2002,54.13,138.33
342,12/2/2014,RoboCop,/movie/RoboCop-(2013)#tab=summary,120000000,58607007,242981799,21681430,PG-13,Action,3372,116,2014,48.84,202.48
343,11/6/2004,The Chronicles of Riddick,/movie/Chronicles-of-Riddick-The#tab=summary,120000000,57712751,107212751,24289165,PG-13,Adventure,2759,119,2004,48.09,89.34
344,5/8/2015,The Fantastic Four,/movie/Fantastic-Four-The-(2015)#tab=summary,120000000,56117548,167849187,NA,NA,NA,NA,NA,2015,46.76,139.87
345,9/5/2008,Speed Racer,/movie/Speed-Racer#tab=summary,120000000,43945766,93394462,18561337,PG,Action,3606,135,2008,36.62,77.83
346,22/7/2005,The Island,/movie/Island-The-(2005)#tab=summary,120000000,35818913,163018913,12409070,PG-13,Action,3138,136,2005,29.85,135.85
347,17/12/2010,How Do You Know?,/movie/How-Do-You-Know#tab=summary,120000000,30212620,49628177,7484696,R,Romantic Comedy,2483,121,2010,25.18,41.36
348,9/11/2018,Outlaw King,/movie/Outlaw-King-(2018)#tab=summary,120000000,0,0,NA,R,Action,NA,117,2018,0.00,0.00
349,2/12/2022,Emancipation,/movie/Emancipation-(2022)#tab=summary,120000000,0,0,NA,NA,Thriller/Suspense,NA,132,2022,0.00,0.00
350,23/6/2010,Knight and Day,/movie/Knight-and-Day#tab=summary,117000000,76423035,258751370,20139985,PG-13,Action,3104,109,2010,65.32,221.16
351,25/1/2021,Tang Ren Jie Tan An 3,/movie/Tang-Ren-Jie-Tan-An-3-(China)#tab=summary,117000000,0,699084069,NA,R,Action,NA,136,2021,0.00,597.51
352,2/10/2018,Venom,/movie/Venom-(2018)#tab=summary,116000000,213511408,856081053,80255756,PG-13,Action,4250,112,2018,184.06,738.00
353,19/5/1999,Star Wars Ep. I: The Phantom Menace,/movie/Star-Wars-Ep-I-The-Phantom-Menace#tab=summary,115000000,474544677,1027044677,64810970,PG,Adventure,3126,133,1999,412.65,893.08
354,19/5/2005,Star Wars Ep. III: Revenge of the Sith,/movie/Star-Wars-Ep-III-Revenge-of-the-Sith#tab=summary,115000000,380270577,848998877,108435841,PG-13,Adventure,3663,139,2005,330.67,738.26
355,16/5/2002,Star Wars Ep. II: Attack of the Clones,/movie/Star-Wars-Ep-II-Attack-of-the-Clones#tab=summary,115000000,310676740,656695615,80027814,PG,Adventure,3161,143,2002,270.15,571.04
356,2/11/2001,"Monsters, Inc.",/movie/Monsters-Inc#tab=summary,115000000,290149425,560483719,62577067,G,Adventure,3649,92,2001,252.30,487.38
357,26/7/2013,The Wolverine,/movie/Wolverine-The#tab=summary,115000000,132556852,416456852,53113752,PG-13,Action,3924,126,2013,115.27,362.14
358,7/2/1997,Dante’s Peak,/movie/Dantes-Peak-(1997)#tab=summary,115000000,67163857,178200000,18479435,PG-13,Thriller/Suspense,2761,109,1997,58.40,154.96
359,6/4/2016,The Huntsman: Winter’s War,/movie/Huntsman-Winters-War-The#tab=summary,115000000,48003015,165149302,19445035,PG-13,Action,3802,113,2016,41.74,143.61
360,14/6/2002,Windtalkers,/movie/Windtalkers#tab=summary,115000000,40914068,77628265,14520412,R,Action,2898,134,2002,35.58,67.50
361,6/3/2019,Triple Frontier,/movie/Triple-Frontier-(2019)#tab=summary,115000000,0,0,NA,R,Action,NA,125,2019,0.00,0.00
362,4/7/2008,Astérix aux Jeux Olympiques,/movie/Asterix-aux-Jeux-Olympiques#tab=summary,113500000,999811,132999811,NA,Unrated,Adventure,NA,NA,2008,0.88,117.18
363,24/12/2010,Gulliver's Travels,/movie/Gullivers-Travels-(2010)#tab=summary,112000000,42779261,232017848,6307691,PG,Adventure,3089,87,2010,38.20,207.16
364,8/12/2017,Ferdinand,/movie/Ferdinand#tab=summary,111000000,84410380,288510892,13401586,PG,Adventure,3630,107,2017,76.05,259.92
365,11/5/2018,Deadpool 2,/movie/Deadpool-2#tab=summary,110000000,324591735,786362370,125507153,R,Action,4349,119,2018,295.08,714.87
366,3/10/2013,Gravity,/movie/Gravity#tab=summary,110000000,274092705,688214291,55785112,PG-13,Thriller/Suspense,3820,91,2013,249.18,625.65
367,22/12/2006,Night at the Museum,/movie/Night-at-the-Museum#tab=summary,110000000,250863268,579446407,30433781,PG,Adventure,3768,108,2006,228.06,526.77
368,30/9/2021,Venom: Let There be Carnage,/movie/Venom-Let-There-be-Carnage#tab=summary,110000000,213550366,501600379,90033210,PG-13,Action,4225,97,2021,194.14,456.00
369,10/6/2005,Mr. and Mrs. Smith,/movie/Mr-and-Mrs-Smith#tab=summary,110000000,186336279,486124090,50342878,PG-13,Action,3451,120,2005,169.40,441.93
370,27/5/2015,San Andreas,/movie/San-Andreas#tab=summary,110000000,155190832,456258539,54588173,PG-13,Adventure,3812,114,2015,141.08,414.78
371,29/7/2011,The Smurfs,/movie/Smurfs-The#tab=summary,110000000,142614158,563749323,35611637,PG,Adventure,3427,103,2011,129.65,512.50
372,27/6/2007,Live Free or Die Hard,/movie/Live-Free-or-Die-Hard#tab=summary,110000000,134529403,382288147,33369559,PG-13,Action,3411,129,2007,122.30,347.53
373,18/3/2015,The Divergent Series: Insurgent,/movie/Divergent-Series-Insurgent-The#tab=summary,110000000,130179072,295075882,52263680,PG-13,Action,3875,118,2015,118.34,268.25
374,10/12/2004,Ocean's Twelve,/movie/Oceans-Twelve#tab=summary,110000000,125531634,362989076,39153380,PG-13,Adventure,3290,125,2004,114.12,329.99
375,19/12/1997,Tomorrow Never Dies,/movie/Tomorrow-Never-Dies#tab=summary,110000000,125304276,339504276,25143007,PG-13,Action,2807,119,1997,113.91,308.64
376,28/6/2000,The Patriot,/movie/Patriot-The-(2000)#tab=summary,110000000,113330342,215300000,22413710,R,Drama,3061,164,2000,103.03,195.73
377,7/3/2014,300: Rise of an Empire,/movie/300-Rise-of-an-Empire#tab=summary,110000000,106580051,330780051,45038460,R,Action,3490,102,2014,96.89,300.71
378,17/12/2004,The Aviator,/movie/Aviator-The-(2004)#tab=summary,110000000,102608827,208370892,858021,PG-13,Drama,2530,170,2004,93.28,189.43
379,21/12/2016,Passengers,/movie/Passengers-(2015)#tab=summary,110000000,100014699,302239672,14869736,PG-13,Thriller/Suspense,3478,116,2016,90.92,274.76
380,14/1/2011,The Green Hornet,/movie/Green-Hornet-The#tab=summary,110000000,98780042,229155503,33526876,PG-13,Action,3584,118,2011,89.80,208.32
381,21/9/2016,Miss Peregrine’s Home for Peculiar Children,/movie/Miss-Peregrines-Home-for-Peculiar-Children#tab=summary,110000000,87242834,295986876,28871140,PG-13,Adventure,3835,126,2016,79.31,269.08
382,7/10/2011,Real Steel,/movie/Real-Steel#tab=summary,110000000,85463309,263880341,27319677,PG-13,Action,3440,126,2011,77.69,239.89
383,12/6/2019,Men in Black: International,/movie/Men-in-Black-International-(2019)#tab=summary,110000000,80001807,253020464,30035838,PG-13,Adventure,4224,118,2019,72.73,230.02
384,11/6/2010,The A-Team,/movie/A-Team-The#tab=summary,110000000,77222099,177241171,25669455,PG-13,Action,3544,118,2010,70.20,161.13
385,31/7/2013,The Smurfs 2,/movie/Smurfs-2-The#tab=summary,110000000,71017784,348547523,17548389,PG,Adventure,3867,104,2013,64.56,316.86
386,9/3/2016,The Divergent Series: Allegiant,/movie/Divergent-Series-Allegiant-The#tab=summary,110000000,66184051,172022517,29027348,PG-13,Action,3740,120,2016,60.17,156.38
387,12/6/2009,The Taking of Pelham 123,/movie/Taking-of-Pelham-123-The#tab=summary,110000000,65452312,152364370,23373102,R,Action,3077,106,2009,59.50,138.51
388,25/10/2013,Ender's Game,/movie/Enders-Game#tab=summary,110000000,61737191,127983283,27017351,PG-13,Adventure,3407,114,2013,56.12,116.35
389,2/4/2004,Home on the Range,/movie/Home-on-the-Range#tab=summary,110000000,50026353,76482461,13880771,PG,Adventure,3058,76,2004,45.48,69.53
390,13/6/1997,Speed 2: Cruise Control,/movie/Speed-2-Cruise-Control#tab=summary,110000000,48097081,150468000,16158942,PG-13,Action,2625,125,1997,43.72,136.79
391,6/5/2005,Kingdom of Heaven,/movie/Kingdom-of-Heaven#tab=summary,110000000,47398413,218674938,19635996,R,Action,3219,148,2005,43.09,198.80
392,23/3/2017,Ghost in the Shell,/movie/Ghost-in-the-Shell#tab=summary,110000000,40563557,167910690,18676033,PG-13,Action,3440,100,2017,36.88,152.65
393,16/6/2004,Around the World in 80 Days,/movie/Around-the-World-in-80-Days-(2004)#tab=summary,110000000,24004159,72004159,7576132,PG,Adventure,2801,120,2004,21.82,65.46
394,21/11/2003,Dr. Seuss’ The Cat in the Hat,/movie/Dr-Seuss-The-Cat-in-the-Hat-(2003)#tab=summary,109000000,101018283,133818283,38329160,PG,Adventure,3467,82,2003,92.68,122.77
395,25/12/2001,Ali,/movie/Ali-(2001)#tab=summary,109000000,58183966,87683966,14710892,R,Drama,2521,158,2001,53.38,80.44
396,30/9/2015,The Martian,/movie/Martian-The#tab=summary,108000000,228433663,653609107,54308575,PG-13,Thriller/Suspense,3854,130,2015,211.51,605.19
397,20/11/2016,Allied,/movie/Allied#tab=summary,106000000,40098064,119266661,12701743,R,Drama,3160,124,2016,37.83,112.52
398,16/7/2004,"I, Robot",/movie/I-Robot#tab=summary,105000000,144801023,348629585,52179887,PG-13,Action,3494,115,2004,137.91,332.03
399,17/12/1999,Stuart Little,/movie/Stuart-Little#tab=summary,105000000,140015224,298815224,15018223,PG,Adventure,3151,92,1999,133.35,284.59
400,25/11/2009,The Princess and the Frog,/movie/Princess-and-the-Frog-The#tab=summary,105000000,104400899,270997378,786190,G,Adventure,3475,97,2009,99.43,258.09
401,7/3/2008,"10,000 B.C.",/movie/10-000-B-C#tab=summary,105000000,94784201,269065678,35867488,PG-13,Adventure,3454,109,2008,90.27,256.25
402,1/7/2016,Ice Age: Collision Course,/movie/Ice-Age-Collision-Course#tab=summary,105000000,64063008,402156682,21373064,PG,Adventure,3997,100,2016,61.01,383.01
403,7/11/1997,Starship Troopers,/movie/Starship-Troopers#tab=summary,105000000,54768952,121100000,22058773,R,Action,2971,129,1997,52.16,115.33
404,27/4/2001,Town & Country,/movie/Town-and-Country#tab=summary,105000000,6712451,10364769,3029858,R,Romantic Comedy,2222,NA,2001,6.39,9.87
405,19/9/2017,Kingsman: The Golden Circle,/movie/Kingsman-The-Golden-Circle#tab=summary,104000000,100234838,408803696,39023010,R,Action,4038,141,2017,96.38,393.08
406,9/6/2000,Gone in 60 Seconds,/movie/Gone-in-60-Seconds#tab=summary,103300000,101643008,232643008,25336048,PG-13,Action,3089,117,2000,98.40,225.21
407,4/5/2000,Gladiator,/movie/Gladiator-(2000)#tab=summary,103000000,187683805,456435588,34819017,R,Action,3188,154,2000,182.22,443.14
408,23/5/2013,The Hangover 3,/movie/Hangover-3-The#tab=summary,103000000,112200072,362000072,41671198,R,Comedy,3565,100,2013,108.93,351.46
409,9/3/2018,A Wrinkle in Time,/movie/Wrinkle-in-Time-A-(2018)#tab=summary,103000000,100478608,133214549,33123609,PG,Adventure,3980,120,2018,97.55,129.33
410,1/7/2009,Public Enemies,/movie/Public-Enemies-(2009)#tab=summary,102500000,97104620,212282709,25271675,R,Drama,3336,140,2009,94.74,207.11
411,17/11/2006,Casino Royale,/movie/Casino-Royale-(2006)#tab=summary,102000000,167365000,594420283,40833156,PG-13,Action,3443,144,2006,164.08,582.76
412,21/6/2002,Minority Report,/movie/Minority-Report#tab=summary,102000000,132024714,358824714,35677125,PG-13,Action,3001,144,2002,129.44,351.79
413,13/12/2018,Bumblebee,/movie/Bumblebee#tab=summary,102000000,127195589,465195589,21654047,PG-13,Adventure,3597,114,2018,124.70,456.07
414,26/10/2012,Cloud Atlas,/movie/Cloud-Atlas#tab=summary,102000000,27108272,130673154,9612247,R,Drama,2023,172,2012,26.58,128.11
415,15/11/2002,Harry Potter and the Chamber of Secrets,/movie/Harry-Potter-and-the-Chamber-of-Secrets#tab=summary,100000000,262233381,875262553,88357488,PG,Adventure,3682,161,2002,262.23,875.26
416,2/7/1991,Terminator 2: Judgment Day,/movie/Terminator-2-Judgment-Day#tab=summary,100000000,203464105,515376182,31765506,R,Action,2495,136,1991,203.46,515.38
417,16/6/1995,Batman Forever,/movie/Batman-Forever-(1995)#tab=summary,100000000,184031112,336529144,52784433,PG-13,Action,2893,122,1995,184.03,336.53
418,27/7/2001,Planet of the Apes,/movie/Planet-of-the-Apes-(2001)#tab=summary,100000000,180011740,362211740,68532960,PG-13,Adventure,3530,120,2001,180.01,362.21
419,19/11/2004,National Treasure,/movie/National-Treasure#tab=summary,100000000,173005002,331323410,35142554,PG,Adventure,3243,130,2004,173.01,331.32
420,25/12/2012,Django Unchained,/movie/Django-Unchained#tab=summary,100000000,162805434,449841566,30122888,R,Western,3012,165,2012,162.81,449.84
421,25/12/2019,1917,/movie/1917-(2019)#tab=summary,100000000,159227644,370603379,576216,R,Thriller/Suspense,3987,119,2019,159.23,370.60
422,22/12/2010,Little Fockers,/movie/Little-Fockers#tab=summary,100000000,148438600,310650574,30833665,PG-13,Comedy,3675,98,2010,148.44,310.65
423,15/7/1994,True Lies,/movie/True-Lies#tab=summary,100000000,146282411,365300000,25869770,R,Action,2561,141,1994,146.28,365.30
424,2/11/2007,American Gangster,/movie/American-Gangster-(2007)#tab=summary,100000000,130164645,267985456,43565135,R,Drama,3111,157,2007,130.16,267.99
425,18/9/2009,Cloudy with a Chance of Meatballs,/movie/Cloudy-with-a-Chance-of-Meatballs#tab=summary,100000000,124870275,236827677,30304648,PG,Adventure,3119,90,2009,124.87,236.83
426,6/8/2010,The Other Guys,/movie/Other-Guys-The-(2010)#tab=summary,100000000,119219978,170936470,35543162,PG-13,Comedy,3651,97,2010,119.22,170.94
427,17/12/2004,Lemony Snicket's A Series of Unfortunate Events,/movie/Lemony-Snickets-A-Series-of-Unfortunate-Events#tab=summary,100000000,118627117,212956024,30061756,PG,Adventure,3623,107,2004,118.63,212.96
428,25/12/2013,The Wolf of Wall Street,/movie/Wolf-of-Wall-Street-The#tab=summary,100000000,116949183,389918903,18410067,R,Black Comedy,2557,165,2013,116.95,389.92
429,24/5/2013,Epic,/movie/Epic#tab=summary,100000000,107518682,262794441,33531068,PG,Adventure,3894,103,2013,107.52,262.79
430,21/6/1996,Eraser,/movie/Eraser#tab=summary,100000000,101295562,234400000,24566446,R,Action,2556,114,1996,101.30,234.40
431,21/6/1996,The Hunchback of Notre Dame,/movie/Hunchback-of-Notre-Dame-The#tab=summary,100000000,100138851,325500000,21037414,G,Adventure,2835,91,1996,100.14,325.50
432,15/12/2000,The Emperor's New Groove,/movie/Emperors-New-Groove-The#tab=summary,100000000,89630573,169630573,9812302,G,Adventure,2887,78,2000,89.63,169.63
433,15/8/2012,The Expendables 2,/movie/Expendables-2-The#tab=summary,100000000,85028192,311979256,28591370,R,Action,3355,103,2012,85.03,311.98
434,16/10/2009,Where the Wild Things Are,/movie/Where-the-Wild-Things-Are#tab=summary,100000000,77233467,99123656,32695407,PG,Adventure,3735,100,2009,77.23,99.12
435,15/12/2006,Eragon,/movie/Eragon#tab=summary,100000000,75030163,249488115,23239907,PG,Adventure,3030,104,2006,75.03,249.49
436,23/7/2014,Hercules,/movie/Hercules-(2014)#tab=summary,100000000,72688614,243388614,29800263,PG-13,Adventure,3595,97,2014,72.69,243.39
437,10/12/2010,The Tourist,/movie/Tourist-The#tab=summary,100000000,67631157,278731369,16472458,PG-13,Thriller/Suspense,2756,102,2010,67.63,278.73
438,24/11/1999,End of Days,/movie/End-of-Days#tab=summary,100000000,66889043,212026975,20523595,R,Action,2665,120,1999,66.89,212.03
439,25/12/2019,Spies in Disguise,/movie/Spies-in-Disguise-(2019)#tab=summary,100000000,66757013,165138481,13354798,PG,Adventure,3502,104,2019,66.76,165.14
440,11/6/2004,The Stepford Wives,/movie/Stepford-Wives-The-(2004)#tab=summary,100000000,59475623,96150482,21406781,PG-13,Black Comedy,3057,93,2004,59.48,96.15
441,8/6/2007,Surf’s Up,/movie/Surfs-Up-(2007)#tab=summary,100000000,58867694,145395745,17640249,PG,Adventure,3531,85,2007,58.87,145.40
442,8/12/2006,Blood Diamond,/movie/Blood-Diamond#tab=summary,100000000,57377916,171377916,8648324,R,Action,1920,143,2006,57.38,171.38
443,7/11/2019,Midway,/movie/Midway-(2019)#tab=summary,100000000,56846802,126829063,17897419,PG-13,Action,3242,138,2019,56.85,126.83
444,24/9/2010,Legend of the Guardians: The Owls of Ga'Hoole,/movie/Legend-of-the-Guardians-The-Owls-of-GaHoole#tab=summary,100000000,55675313,139716717,16112211,PG,Adventure,3575,90,2010,55.68,139.72
445,5/6/2009,Land of the Lost,/movie/Land-of-the-Lost#tab=summary,100000000,49438370,69548641,18837350,PG-13,Comedy,3534,102,2009,49.44,69.55
446,18/12/2003,Peter Pan,/movie/Peter-Pan-(2003)#tab=summary,100000000,48417850,95255485,11139495,PG,Adventure,2813,113,2003,48.42,95.26
447,15/3/2019,Wonder Park,/movie/Wonder-Park-(2019)#tab=summary,100000000,45216793,115112118,15853646,PG,Adventure,3838,93,2019,45.22,115.11
448,23/7/2004,Catwoman,/movie/Catwoman#tab=summary,100000000,40202379,82078046,16728411,PG-13,Action,3117,101,2004,40.20,82.08
449,14/8/2014,The Expendables 3,/movie/Expendables-3-The#tab=summary,100000000,39322544,209461378,15879645,PG-13,Action,3221,103,2014,39.32,209.46
450,8/12/2021,West Side Story,/movie/West-Side-Story-(2020)#tab=summary,100000000,38530322,75011257,10574618,PG-13,Musical,2820,156,2021,38.53,75.01
451,27/11/2002,Treasure Planet,/movie/Treasure-Planet#tab=summary,100000000,38120554,91800000,12083248,PG,Adventure,3227,95,2002,38.12,91.80
452,22/12/2021,The King’s Man,/movie/Kings-Man-The-(2020)#tab=summary,100000000,37176373,121125300,5915542,R,Action,3180,131,2021,37.18,121.13
453,12/3/2010,Green Zone,/movie/Green-Zone#tab=summary,100000000,35497337,97523020,14309295,R,Drama,3004,114,2010,35.50,97.52
454,13/10/2017,Geostorm,/movie/Geostorm#tab=summary,100000000,33700160,220796009,13707376,PG-13,Thriller/Suspense,3246,109,2017,33.70,220.80
455,2/12/2015,Point Break,/movie/Point-Break-(Remake)#tab=summary,100000000,28782481,126704591,9800252,PG-13,Action,2910,113,2015,28.78,126.70
456,17/12/2019,Cats,/movie/Cats-(2019)#tab=summary,100000000,27166770,75558925,6619870,PG,Musical,3380,110,2019,27.17,75.56
457,26/11/2015,In the Heart of the Sea,/movie/In-the-Heart-of-the-Sea#tab=summary,100000000,25020758,89693309,11053366,PG-13,Adventure,3103,121,2015,25.02,89.69
458,18/4/2014,Transcendence,/movie/Transcendence#tab=summary,100000000,23022309,103039258,10886386,PG-13,Thriller/Suspense,3455,119,2014,23.02,103.04
459,18/2/2005,Son of the Mask,/movie/Son-of-the-Mask#tab=summary,100000000,17018422,59918422,7511675,PG,Adventure,2966,94,2005,17.02,59.92
460,5/12/2018,Mortal Engines,/movie/Mortal-Engines-(2018)#tab=summary,100000000,15951040,85480271,7559850,PG-13,Action,3103,128,2018,15.95,85.48
461,3/2/2021,Chaos Walking,/movie/Chaos-Walking#tab=summary,100000000,13287908,27075660,3775350,PG-13,Action,2132,108,2021,13.29,27.08
462,13/10/2021,The Last Duel,/movie/Last-Duel-The#tab=summary,100000000,10853945,30055233,4759151,R,Drama,3065,153,2021,10.85,30.06
463,16/8/2002,The Adventures of Pluto Nash,/movie/Adventures-of-Pluto-Nash-The#tab=summary,100000000,4411102,7094995,2182900,PG-13,Comedy,2320,NA,2002,4.41,7.09
464,20/1/2012,Jin líng shí san chai,/movie/Jin-ling-shi-san-chai#tab=summary,100000000,311434,98227017,48558,R,Drama,30,141,2012,0.31,98.23
465,9/12/2020,The Midnight Sky,/movie/Midnight-Sky-The-(2020)#tab=summary,100000000,0,75615,NA,PG-13,Adventure,NA,118,2020,0.00,0.08
466,12/6/2020,Artemis Fowl,/movie/Artemis-Fowl-(2020)#tab=summary,100000000,0,0,NA,PG,Adventure,NA,115,2020,0.00,0.00
467,5/11/2015,The Peanuts Movie,/movie/Peanuts-Movie-The#tab=summary,99000000,130178411,250091610,44213073,G,Adventure,3902,89,2015,131.49,252.62
468,6/2/2019,The LEGO Movie 2: The Second Part,/movie/Lego-Movie-2-The-Second-Part-The-(2019)#tab=summary,99000000,105806508,190131036,34115335,PG,Adventure,4303,107,2019,106.88,192.05
469,21/11/2018,Robin Hood,/movie/Robin-Hood-(2018)#tab=summary,99000000,30824628,85210012,36063385,PG-13,Action,3505,139,2018,31.14,86.07
470,4/5/2001,The Mummy Returns,/movie/Mummy-Returns-The#tab=summary,98000000,202007640,435040395,68139035,PG-13,Adventure,3553,129,2001,206.13,443.92
471,14/11/2019,Ford v. Ferrari,/movie/Ford-v-Ferrari-(2019)#tab=summary,97600000,117624357,224418748,31474958,PG-13,Drama,3746,152,2019,120.52,229.94
472,20/12/2002,Gangs of New York,/movie/Gangs-of-New-York#tab=summary,97000000,77730500,183124621,9496870,R,Drama,2340,155,2002,80.13,188.79
473,4/5/2017,Alien: Covenant,/movie/Alien-Covenant#tab=summary,97000000,74262031,238521247,36160621,R,Horror,3772,123,2017,76.56,245.90
474,6/3/2015,Cinderella,/movie/Cinderella-(2015)#tab=summary,95000000,201151353,542351353,67877361,PG,Drama,3848,105,2015,211.74,570.90
475,27/6/2012,Ice Age: Continental Drift,/movie/Ice-Age-Continental-Drift#tab=summary,95000000,161321843,879765137,46629259,PG,Adventure,3886,87,2012,169.81,926.07
476,28/12/2001,Black Hawk Down,/movie/Black-Hawk-Down#tab=summary,95000000,108638745,159691085,179823,R,Action,3143,144,2001,114.36,168.10
477,27/5/2010,Sex and the City 2,/movie/Sex-and-the-City-2#tab=summary,95000000,95347692,294680778,31001870,R,Comedy,3445,146,2010,100.37,310.19
478,12/2/2010,Percy Jackson & the Olympians: The Lightning Thief,/movie/Percy-Jackson-and-the-Lightning-Thief#tab=summary,95000000,88768303,223050874,31236067,PG,Adventure,3396,119,2010,93.44,234.79
479,10/8/2012,The Campaign,/movie/Campaign-The#tab=summary,95000000,86907746,104907746,26588460,R,Comedy,3302,85,2012,91.48,110.43
480,12/11/2010,Unstoppable,/movie/Unstoppable#tab=summary,95000000,81562942,165720921,22688457,PG-13,Action,3261,98,2010,85.86,174.44
481,9/5/1997,The Fifth Element,/movie/Fifth-Element-The#tab=summary,95000000,63570862,263893838,17031345,PG-13,Action,2500,126,1997,66.92,277.78
482,31/3/2000,The Road to El Dorado,/movie/Road-to-El-Dorado-The#tab=summary,95000000,50802661,65700000,12846652,PG,Adventure,3223,89,2000,53.48,69.16
483,11/12/2009,The Lovely Bones,/movie/Lovely-Bones-The#tab=summary,95000000,44114232,94894448,116616,PG-13,Drama,2638,135,2009,46.44,99.89
484,30/6/2016,Ben-Hur,/movie/Ben-Hur-(2016)#tab=summary,95000000,26410477,91669648,11203815,PG-13,Adventure,3084,123,2016,27.80,96.49
485,19/12/2014,Seventh Son,/movie/Seventh-Son#tab=summary,95000000,17725785,108874967,7217640,PG-13,Adventure,2875,102,2014,18.66,114.61
486,30/5/2003,Finding Nemo,/movie/Finding-Nemo#tab=summary,94000000,380529370,936094852,70251710,G,Adventure,3425,100,2003,404.82,995.85
487,17/12/2003,The Lord of the Rings: The Return of the King,/movie/Lord-of-the-Rings-The-Return-of-the-King-The#tab=summary,94000000,377845905,1120214046,72629713,PG-13,Adventure,3703,201,2003,401.96,1191.72
488,18/12/2002,The Lord of the Rings: The Two Towers,/movie/Lord-of-the-Rings-The-Two-Towers-The#tab=summary,94000000,342548984,919148764,62007528,PG-13,Adventure,3622,179,2002,364.41,977.82
489,15/6/2001,Lara Croft: Tomb Raider,/movie/Lara-Croft-Tomb-Raider#tab=summary,94000000,131144183,273330185,47735743,PG-13,Adventure,3349,100,2001,139.52,290.78
490,29/1/2015,Kingsman: The Secret Service,/movie/Kingsman-The-Secret-Service#tab=summary,94000000,128261724,404561724,36206331,R,Action,3282,129,2015,136.45,430.38
491,19/12/2001,The Lord of the Rings: The Fellowship of the Ring,/movie/Lord-of-the-Rings-The-Fellowship-of-the-Ring-The#tab=summary,93000000,315544750,891216824,47211490,PG-13,Adventure,3381,179,2001,339.30,958.30
492,18/7/2001,Jurassic Park III,/movie/Jurassic-Park-3#tab=summary,93000000,181166115,365900000,50771645,PG-13,Action,3470,93,2001,194.80,393.44
493,5/8/2011,Rise of the Planet of the Apes,/movie/Rise-of-the-Planet-of-the-Apes#tab=summary,93000000,176760185,470986200,54806191,PG-13,Adventure,3691,120,2011,190.06,506.44
494,14/2/2008,The Spiderwick Chronicles,/movie/Spiderwick-Chronicles-The#tab=summary,92500000,71195053,162839667,19004058,PG,Adventure,3847,96,2008,76.97,176.04
495,22/10/2004,The Incredibles,/movie/Incredibles-The#tab=summary,92000000,261441092,631441092,70467623,PG,Adventure,3933,115,2004,284.18,686.35
496,6/2/2013,A Good Day to Die Hard,/movie/Die-Hard-5#tab=summary,92000000,67349198,304249198,24834845,R,Action,3555,98,2013,73.21,330.71
497,9/4/2004,The Alamo,/movie/Alamo-The-(2004)#tab=summary,92000000,22406362,23911362,9124701,PG-13,Western,2609,137,2004,24.35,25.99
498,22/12/1995,Cutthroat Island,/movie/Cutthroat-Island#tab=summary,92000000,10017322,18517322,2371415,PG-13,Adventure,1619,NA,1995,10.89,20.13
499,19/12/2013,The Secret Life of Walter Mitty,/movie/Secret-Life-of-Walter-Mitty-The-(2012)#tab=summary,91000000,58236838,187861183,12765508,PG,Adventure,2922,114,2013,64.00,206.44
500,9/3/2023,65,/movie/65-(2022)#tab=summary,91000000,0,0,NA,NA,Thriller/Suspense,NA,NA,2023,0.00,0.00
